id	text	label
423	진저가 눈물을 글썽이며 블랙 뷰티에게 말했어요.	2
424	마부가 오더니 진저를 끌고 갔습니다.	2
425	진저의 뒷모습을 보면서 블랙 뷰티는 눈물이 났어요.	2
426	"""힘내, 진저!"""	1
427	블랙 뷰티가 진저에게 외쳤답니다.	0
428	어느덧 겨울이 되었습니다.	0
429	며칠 동안 계속되는 추위에 블랙 뷰티와 주인은 무척 힘이 들었습니다.	2
430	추위 속에서 몇 시간이고 손님을 기다려야 했으니까요.	2
431	주인이 마차에 앉아 혼자 중얼거렸어요.	0
432	"""이제 이 일도 그만둬야겠군."""	2
433	주인이 마차 일을 그만두는 바람에 블랙 뷰티는 또 다른 주인에게 팔려 가야 했어요.	2
434	"""미안하다. 블랙 뷰티!"	1
435	"다른 곳에 가서도 잘 살아야 한다."""	1
436	주인은 이런 말을 하고 떠났어요.	0
437	떠나는 주인을 보면서 블랙 뷰티는 마음이 아팠습니다.	2
438	새 주인은 블랙 뷰티를 심하게 다루었어요.	2
439	블랙 뷰티는 잠시도 쉴 틈이 없었지요.	2
440	"""이렇게 사느니 차라리 죽어 버렸으면…...."""	2
441	블랙 뷰티가 자신도 모르게 이렇게 말했어요.	0
442	그러던 어느 날 무거운 짐을 나르던 블랙 뷰티가 쓰러지고 말았습니다.	2
443	매일 힘든 일에 너무 지친 탓이었지요.	2
444	잠시 후 수의사가 달려왔습니다.	1
445	"""말이 너무 지쳤으니 잘 먹이고 푹 쉬게 하세요."""	1
446	주인은 며칠 동안 블랙 뷰티를 쉬게 했어요.	1
447	블랙 뷰티의 몸이 좋아지자 주인은 블랙 뷰티를 말 시장으로 끌고 갔지요.	2
448	"""이 말을 팔고, 젊은 말을 사야겠어!"""	2
449	얼마 되지 않아 한 노인이 윌리라는 아이와 함께 블랙 뷰티를 보려고 가까이 다가왔어요.	0
450	윌리는 블랙 뷰티의 몸을 어루만지며 사랑스러운 눈길로 쳐다보았지요.	1
451	"""흠, 젊었을 때는 무척 훌륭했겠는걸!"""	1
452	노인이 블랙 뷰티를 찬찬히 살펴보며 말했어요.	0
453	"""할아버지, 전 이 말이 좋아요. "	1
454	"이 말을 사 주세요!"""	1
455	"""그런데 말이 어딘가 아픈 모양이구나."""	2
456	"""우리 풀밭에서 기르면 다시 건강해질 거예요!"""	1
457	"""그럼 네가 책임지고 이 말을 키우도록 해라!"""	1
458	윌리의 보살핌으로 블랙 뷰티는 다시 예전처럼 건강하고 튼튼해졌어요.	1
459	어느 날 할아버지가 블랙 뷰티가 끄는 마차를 타고 누군가의 집을 지나가고 있었어요.	0
460	"""블랙 뷰티야, 혹시 나를 알아보겠니?"	0
461	"옛날에 너를 아프게 했던 조야!"""	2
462	블랙 뷰티와 마주친 조가 반가워하며 외쳤어요.	1
463	"""고딘 부인에게 블랙 뷰티가 여기에 있다고 알려야겠다!"""	0
464	조는 고딘 부인이 블랙 뷰티를 그리워하던 모습이 떠올랐어요.	1
465	블랙 뷰티를 보면 얼마나 좋아하실까?'	1
466	조는 고딘 부인에게 당장 편지를 보냈어요.	0
467	얼마 후 블랙 뷰티는 고딘 부인의 부탁으로 조의 보살핌을 받으며 지내게 되었어요.	1
468	그 후 고딘 부인은 자주 블랙 뷰티를 보러 왔지요.	1
469	"블랙 뷰티는 건강도 되찾았고, 윌리도 곁에서 자신을 무척 아껴 주었답니다."	1
470	블랙 뷰티는 다시 고딘의 집으로 돌아온 듯 행복했답니다.	1
471	유럽의 어느 도시에 '행복한 왕자'라는 커다란 동상이 있었어요.	0
472	"온몸은 금으로 싸여있고, 두 눈에는 반짝이는 사파이어가 박혀 있었지요."	1
473	왕자가 찬 칼자루에는 빨간 루비가 박혀 있었답니다.	1
474	"""이 세상에서 왕자님이 제일 행복해 보여!"""	1
475	"""왕자님 동상은 꼭 천사 같아!"""	1
476	사람들은 왕자의 동상을 아주 좋아했습니다.	1
477	화려하게 빛나는 왕자의 모습을 보고 늘 감탄했지요.	1
478	바람이 차가워진 어느 날 작은 제비 한 마리가 날아왔어요.	0
479	다른 제비들은 모드 남쪽으로 이미 떠난 후였답니다.	1
480	제비는 쉴 곳을 찾으러 이곳저곳 돌아다니다가 번쩍이는 왕자 동상을 보고 날아왔어요.	0
481	"""제비야, 너는 왜 남쪽에 가지 않았니?"""	0
482	늘 조용히 서 있던 왕자가 제비에게 물었습니다.	0
483	"""네, 왕자님. 제가 여행 중에 갈대 아가씨와 사랑에 빠져서 그만 늦어 버렸지 뭐에요."""	2
484	제비는 수줍어하며 말했지요.	0
485	제비는 왕자가 말을 걸어 주자 굉장히 기뻤습니다.	1
486	남쪽으로 떠나기 전에 친구가 생긴 것 같았거든요.	1
487	제비는 왕자의 두 발 사이에 내려앉았답니다.	0
488	"""제비야, 거기서 푹 쉬렴."""	1
489	왕자가 웃으며 제비에게 말했어요.	1
490	제비가 막 자려고 할 때 하늘에서 물방울이 뚝뚝 딸어졌어요.	0
491	"""어, 비가 오는 건가?"""	0
492	제비는 하늘을 바라보았어요.	0
493	그러나 비는 내리지 않았답니다.	0
494	제비는 날아올라 왕자를 보았어요.	0
495	왕자가 눈물을 뚝뚝 흘리며 울고 있었어요.	2
496	"""왕자님. 왜 그러세요?"	0
497	"울지 마세요!"""	2
498	제비는 왕자를 위로했답니다.	1
499	"""높은 곳에 있다보니 슬픈 일들을 자주 보게 되는구나."""	2
500	제비는 왕자의 눈물을 날개로 닦아 주었어요.	1
501	"""비록 내 심장이 납으로 되어 있지만, 눈물은 난단다."""	1
502	"""무엇이 왕자님을 슬프게 하나요?"""	2
503	제비가 왕자에게 물었어요.	0
504	"""저기 가난한 집 어머니가 삯바느질을 하는데, 아이는 아파서 누워 있어."	2
505	"아이가 오렌지를 먹고 싶어 하는데 돈이 없어서 어머니는 슬퍼하면서 일을 하고 있구나."""	2
506	왕자는 자신이 본 슬픈 모습을 모두 들려주었어요.	2
507	"""그 집을 도와줄 수 있다면 좋을 텐데…."""	1
508	제비는 작게 말했어요.	0
509	"""내 칼자루에 작은 루비가 하나 박혀 있을 거야."	0
510	"그것을 빼내어 저 가난한 어머니에게 전해 주겠니?"""	1
511	왕자는 제비에게 부탁했어요.	1
512	제비는 왕자의 말에 고개를 끄덕였지요.	1
513	사람들이 없는 밤이 되자 제비는 왕자의 칼자루에서 루비를 빼냈습니다.	0
514	제비는 루비를 입에 물고 하늘을 훨훨 날면서 왕자가 말한 가난한 집을 골목골목 찾았지요.	1
515	두어 바퀴쯤 돌았을 때 제비의 눈에 그 가난한 집이 보였습니다.	0
516	제비는 창문 너머로 들어가 조그만 탁자 위로 루비를 떨어뜨렸어요.	0
517	루비는 탁자에 떨어지며 작은 소리를 냈어요.	0
518	그러나 피곤에 지쳐 잠든 어머니와 아픈 아이는 아무것도 모르고 잠들어 있었답니다.	2
519	제비는 아이 곁으로 가서 날갯짓을 했어요.	0
520	열이 조금이라도 내리기를 바라는 마음이었지요.	1
521	제비는 방을 한 바퀴 돌고는 창문 밖으로 빠져나왔어요.	0
522	그제야 왕자는 다시 미소를 찾은 듯했어요.	1
523	이튿날 달이 뜨자 제비는 왕자에게 작별 인사를 했습니다.	2
524	"""저는 이제 따뜻한 남족 나라로 갈래요."	1
525	"안녕히 계세요.!"""	0
526	그러나 왕자는 다시 제비를 붙잡았어요.	0
527	"""착한 제비야. 미안하지만 내 부탁 하나만 더 들어줄래?"	1
528	왕자의 눈에 가난한 젊은이가 보였기 때문이에요.	2
529	"""저쪽 작은 다락방에 혼자 살며, 글 쓰는 젊은이가 있어."	2
530	"그런데 너무 가난해서 밥도 제대로 못 먹는 듯하구나. """	2
531	제비는 망설였어요.	2
532	점점 날씨가 추워지고 있었거든요.	2
533	"""그 젊은이에게 내 눈의 사파이어를 가져다주렴."""	0
534	왕자는 다시 한 번 부탁했지요.	1
535	추운 겨울이 되기 전에 제비는 따뜻한 남쪽 나라로 빨리 가야 했어요.	1
536	"제비는 이번까지만 도와주기로 하고, 힘을 다해 사파이어를 부리로 쪼았지요."	1
537	왕자의 사파이어 눈은 단단히 박혀 있어서 빼내기가 무척 힘들었어요.	2
538	제비는 부리가 아팠지만 꾹 참고 계속 열심히 쪼았답니다.	2
539	드디어 사파이어가 떨어져 나왔어요.	1
540	사파이어를 입에 문 제비는 젊은이의 다락방을 향해 날아갔습니다.	1
541	젊은이는 극장에 가져다줄 글을 쓰고 있었어요.	0
542	제비는 젊은이의 꿈이 꼭 이루어지길 바라며 사파이어를 그에게 던져 주었답니다.	1
543	사파이어를 본 젊은이는 너무 기뻤어요.	1
544	"""이 사파이어면 몇 달 동안 밥도 먹고, 방세도 낼 수 있겠어."	1
545	"고맙다, 제비야!"""	1
546	젊은이는 진심으로 제비에게 고마워했어요.	1
547	제비는 다시 왕자에게 날아가 작별 인사를 했어요.	2
548	그러자 왕자는 미안해하며 또 부탁했어요.	2
549	"""제비야, 저 아래 광장에 어린 성냥팔이 소녀가 있단다."	0
550	그런데 성냥을 전부 하수도에 빠뜨렸어.	2
551	한 번만 더 울고 있는 저 소녀를 도와주지 않겠니?	1
552	제비는 하나 남은 왕자의 눈을 빼냈답니다.	2
553	그리고 사파이어를 입에 물고 광장으로 날아갔어요.	1
554	소녀의 손바닥에 사파이어를 떨어뜨렸지요.	0
555	"""어머나, 이 보석이면 겨울을 따뜻하게 지낼 수 있어!"""	1
556	소녀는 기뻐하며 집으로 뛰어갔습니다.	1
557	제비는 기뻐하는 소녀를 보자 행복했어요.	1
558	그리고 다시 왕자에게 돌아갔지요.	0
559	그러나 두 눈을 잃은 왕자는 이제 아무것도 볼 수 없었어요.	2
560	왕자는 제비에게 말했답니다.	0
561	"""그동안 너무 수고했다."	1
562	"제비야 이제 어서 남쪽 나라로 가렴!"""	1
563	"""왕자님께서는 이제 앞이 보이지 않으니, 제가 왕자님 곁을 지켜 드리겠어요!"""	1
564	제비는 남쪽으로 떠나지 않고 왕자와 함께 지냈답니다.	1
565	"""사랑스런 제비야, 날아다니다가 고통받거나 슬퍼하는 사람을 보면 내게 얘기해 주겠니?"""	1
566	왕자가 제비에게 말했어요.	0
567	제비는 도시 곳곳을 날아다녔습니다.	0
568	다리 밑에서는 집 없는 거지가 잠들어 있었어요.	2
569	또 거리에는 굶주린 어린아이들이 추위에 떨고 있었어요.	2
570	불쌍한 사람들이 이렇게 많다니…..	2
571	"이 사람들을 도와줄 방법은 없을까?"""	1
572	제비는 불쌍한 사람들을 보자 가슴이 아팠어요.	2
573	그리고 자신이 본 것들을 모두 왕자에게 말했답니다.	0
574	"""내 몸은 보다시피 금으로 덮여 있단다."	1
575	"금을 한 조각 한 조각 떼어 내서 그 불쌍한 사람들에게 나누어 주어라!"""	1
576	왕자는 제비에게 말했어요.	0
577	제비는 왕자의 몸에서 금을 조각조각 떼어 냈답니다.	0
578	그리고 그 조각들을 불쌍한 사람들에게 나누어 주었습니다.	1
579	모두가 행복하게 잘살았으면 좋겠다!'	1
580	제비는 그 조각을 나누어 주면서 생각했어요.	0
581	가난하고 불쌍한 사람들이 제비가 가져다 주는 금을 보고 기뻐할수록 왕자는 점점 초라해졌답니다.	2
582	어느새 왕자의 몸에 입힌 금은 전부 사라졌습니다.	2
583	"왕자의 몸은 이제 황금색이 아니었고, 반짝이는 보석도 없었어요."	2
584	날은 점점 더 추워졌어요.	2
585	제비의 몸은 천천히 얼었답니다.	2
586	제비는 남은 힘을 다해 날아올라 왕자의 입술에 입을 맞추었어요.	1
587	그리고 아래로 떨어져 죽었습니다.	2
588	바로 다음 날 시청에서 일하는 시장과 직원들이 그곳을 지나가다 왕자의 동상을 보게 됐어요.	0
589	"""아니, 동상이 언제 저렇게 변한 거지?"""	0
590	"""어이쿠, 흉해라!"""	2
591	"""당장 끌어내려 녹여 버립시다!"""	2
592	얼마 후 동상을 끌어내리려고 온 사람들은 왕자의 발밑에 죽어 있던 제비를 쓰레기 더미로 던져 버렸어요.	2
593	그리고 왕자의 동상도 녹여 버렸지요.	2
594	그러나 어찌 된 일인지 왕자의 심장만은 녹지 않았어요.	1
595	그때 하느님의 명령을 받은 천사가 제비의 시체와 왕자의 심장을 가지고 하늘로 올라갔답니다.	1
596	영국의 한 사립 여학교에 귀여운 소녀가 전학을 왔어요.	0
597	담임선생님이 반 아이들에게 소녀를 소개했어요.	1
598	전학을 온 소녀는 인도에서 살다 왔다고 했어요.	0
599	똘똘한 눈망울을 가진 맑은 눈의 소녀였지요.	1
600	"""나는 세어러 크루라고 해!"""	0
601	"잘 부탁해!"""	1
602	세어러가 밝고 명랑한 모습으로 인사하자 반 아이들은 호기심이 가득한 눈빛으로 바라보았슴디다.	1
603	"세어러의 옷과 머리끈, 그리고 가방들은 모두 비싸고 좋은 것들이었어요."	1
604	세어러의 아버지는 영국이 고향인 영국군 대위예요.	0
605	아버지가 인도에서 일을 하게 되어 세어러도 아버지와 함께 인도에서 살다가 다시 영국 학교로 전학을 오게 되었지요.	0
606	세어러의 집은 무척 부자여서 이 학교로 전학올 때 교장 선생님이 크게 환영했어요.	1
607	세어러의 아버지가 학교에 많은 기부금을 냈기 때문이지요.	1
608	교장인 민친 선생님은 세어러 크루에게 무척 친절하게 대해 주셨어요.	1
609	"세어러에게 가장 좋은 기숙사 방을 주었고, 아이들 앞에서도 늘 그녀를 칭찬하는 말을 아끼지 않았으니까요."	1
610	세어러는 친구들과도 사이좋게 지내며 어려운 친구를 도울 줄 아는 착한 마음씨도 가지고 있었답니다.	1
611	세어러는 재미난 이야기도 많이 알고 있었어요.	1
612	그 때문에 세어러의 주변에는 늘 친구들로 가득했지요.	1
613	세어러는 친구들에게 인도에서 겪은 일과 아버니돠 세계 여행을 하면서 보고 들었던 신기한 것들에 대해 이야기해 주었어요.	1
614	어느 날 수업이 끝나고 방으로 온 세어러는 자신의 방에서 청소를 하다 잠이 든 베케를 발견했어요.	0
615	베키는 학교에서 허드렛일을 하는 아이였지요.	2
616	세어로는 소파 위에 잠들어 있는 베키에게 조심그럽게 담요를 덮어 주었어요.	1
617	잠에서 깨어난 베키는 세어러가 덮어 준 담요를 보고 깜짝 놀랐습니다.	0
618	"그 후로 베키는 세어러를 무척이나 잘 따랐고, 세어러 역시 베키를 좋아했답니다."	1
619	그날은 세어러의 생일이었어요.	1
620	세어러와 친구들이 모여서 생일 파티를 하고 있었어요.	1
621	그런데 갑자기 민친 선생님이 들어오더니 소리를 쳤어요.	2
622	"""당장 생일 파티를 그만 두어라!"	2
623	"그리고 세어러 넌 나 좀 보자!"""	2
624	"교장실에서는 세어러 아버지의 변호사와 담임선생님, 그리고 민친 선생님이 만나 이야기를 하고 있었습니다."	0
625	세어러 아버지가 돌아가셨다는 슬픈 소식이었지요.	2
626	"세어러 아버지는 광산에 모든 재산을 털어 넣었으나 실패하고, 함께 일을 하던 친구마저 갑자기 사라지는 바람에 그 충격으로 돌아가셨다는 것이었어요."	2
627	"""너는 이제 거지나 다름없으니 앞으로 다른 방을 쓰도록 해라."	2
628	"그리고 내가 언제든지 널 촞아낼 수 있다는 것을 명심해라!"""	2
629	민친 선생님은 장례식을 마치고 돌아온 세어러에게 무척 쌀쌀맞게 대했어요.	2
630	결국 세어러는 기숙사 다락방으로 쫓겨났으며 그 많던 친구들도 전부 멀어졌습니다.	2
631	하지만 베키만은 변하지 않고 세어러를 좋아해 주었어요.	1
632	그 후부터 세어러는 어깨가 쑤시고 팔이 아플 정도로 많은 일을 해야 했답니다.	2
